airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Indigo,6E-963,Delhi,Evening,one,Late_Night,Chennai,Economy,4.92,46,3389
Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,Economy,18.08,45,6200
Air_India,AI-9891,Hyderabad,Evening,two_or_more,Morning,Mumbai,Economy,14.92,11,10967
Air_India,AI-636,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.5,19,2476
Air_India,AI-542,Hyderabad,Afternoon,one,Afternoon,Mumbai,Business,23.67,26,29954
Indigo,6E-886,Bangalore,Morning,one,Evening,Delhi,Economy,6.83,41,5333
Indigo,6E-7208,Chennai,Morning,one,Afternoon,Hyderabad,Economy,4.83,34,1105
Vistara,UK-970,Mumbai,Morning,one,Evening,Chennai,Business,7.58,36,64173
Vistara,UK-671,Delhi,Evening,one,Evening,Mumbai,Business,26.08,48,44081
Air_India,AI-526,Kolkata,Evening,one,Morning,Delhi,Economy,14.0,23,6244
GO_FIRST,G8-792,Kolkata,Evening,one,Night,Mumbai,Economy,7.17,14,7958
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,19,7785
Air_India,AI-671,Mumbai,Morning,one,Morning,Kolkata,Economy,25.83,26,6085
GO_FIRST,G8-385,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.83,42,4028
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,9.5,44,6568
Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.0,20,4968
GO_FIRST,G8-505,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,20.67,49,5699
Vistara,UK-975,Delhi,Early_Morning,one,Evening,Bangalore,Business,13.5,14,70233
Air_India,AI-806,Mumbai,Early_Morning,one,Night,Chennai,Economy,15.58,33,4417
GO_FIRST,G8-103,Delhi,Evening,zero,Night,Kolkata,Economy,2.33,34,3999
Vistara,UK-849,Mumbai,Evening,one,Night,Delhi,Economy,6.25,44,6122
Vistara,UK-870,Hyderabad,Night,one,Morning,Mumbai,Business,14.58,5,60555
GO_FIRST,G8-102,Kolkata,Afternoon,one,Night,Bangalore,Economy,7.08,28,6488
Air_India,AI-762,Delhi,Night,one,Night,Hyderabad,Economy,25.0,7,13200
Indigo,6E-345,Kolkata,Morning,zero,Afternoon,Bangalore,Economy,2.83,20,3862
Air_India,AI-840,Hyderabad,Night,one,Afternoon,Bangalore,Business,15.42,32,56590
Indigo,6E-7583,Kolkata,Afternoon,one,Night,Hyderabad,Economy,7.75,42,4696
Air_India,AI-698,Hyderabad,Night,one,Evening,Delhi,Economy,20.0,40,4387
Vistara,UK-824,Chennai,Night,zero,Night,Mumbai,Business,2.08,6,23838
Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Chennai,Economy,15.33,19,6747
Vistara,UK-852,Mumbai,Afternoon,two_or_more,Night,Chennai,Economy,10.58,49,7806
Indigo,6E-2514,Bangalore,Evening,zero,Evening,Delhi,Economy,2.83,1,7488
AirAsia,I5-1531,Chennai,Night,one,Morning,Hyderabad,Economy,10.75,29,1550
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Delhi,Economy,5.17,10,12013
GO_FIRST,G8-803,Bangalore,Evening,one,Night,Delhi,Economy,4.67,22,7474
Air_India,AI-676,Kolkata,Morning,one,Evening,Bangalore,Economy,8.83,17,6932
Vistara,UK-876,Hyderabad,Night,one,Evening,Delhi,Economy,19.33,40,5892
Vistara,UK-849,Mumbai,Evening,one,Morning,Hyderabad,Economy,15.58,16,3334
GO_FIRST,G8-537,Kolkata,Evening,one,Late_Night,Mumbai,Economy,9.58,32,6268
AirAsia,I5-2462,Chennai,Night,one,Morning,Hyderabad,Economy,10.17,49,1550
Vistara,UK-778,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.42,33,4001
Air_India,AI-9891,Hyderabad,Evening,one,Night,Delhi,Economy,4.75,37,5410
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15.0,42,2409
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Chennai,Economy,9.83,17,10264
SpiceJet,SG-531,Bangalore,Morning,one,Night,Kolkata,Economy,10.83,25,4814
Air_India,AI-560,Delhi,Morning,zero,Morning,Hyderabad,Business,2.33,22,23944
Air_India,AI-809,Mumbai,Morning,one,Evening,Hyderabad,Economy,9.33,18,4593
GO_FIRST,G8-320,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,11.5,31,6186
GO_FIRST,G8-7549,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,8.58,35,3568
Vistara,UK-930,Mumbai,Early_Morning,one,Night,Bangalore,Business,15.17,33,69168
AirAsia,I5-996,Bangalore,Evening,zero,Night,Delhi,Economy,2.83,42,4498
Vistara,UK-853,Mumbai,Afternoon,one,Night,Delhi,Business,6.42,23,53152
Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,29,3291
AirAsia,I5-620,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,3.67,47,2074
Air_India,AI-507,Bangalore,Early_Morning,one,Evening,Mumbai,Business,10.92,17,39623
AirAsia,I5-722,Bangalore,Late_Night,one,Early_Morning,Mumbai,Economy,6.08,47,2203
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,20.17,23,7910
Vistara,UK-870,Hyderabad,Night,one,Night,Mumbai,Business,23.5,23,60555
Indigo,6E-2474,Kolkata,Early_Morning,one,Morning,Hyderabad,Economy,6.42,32,3401
Vistara,UK-875,Mumbai,Evening,zero,Night,Hyderabad,Economy,1.58,47,3450
Air_India,AI-729,Kolkata,Morning,one,Evening,Delhi,Economy,8.83,20,5093
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Chennai,Business,9.33,6,60396
Air_India,AI-505,Bangalore,Morning,two_or_more,Evening,Kolkata,Economy,8.75,9,15259
Air_India,AI-515,Hyderabad,Morning,one,Morning,Mumbai,Business,23.0,32,32420
Air_India,AI-559,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,27.67,34,4783
AirAsia,I5-710,Delhi,Morning,one,Night,Bangalore,Economy,11.58,40,3090
Indigo,6E-711,Mumbai,Afternoon,one,Evening,Hyderabad,Economy,5.0,4,9146
Vistara,UK-873,Mumbai,Early_Morning,one,Night,Delhi,Business,16.5,35,41269
Vistara,UK-874,Hyderabad,Morning,one,Late_Night,Delhi,Business,15.67,8,51875
GO_FIRST,G8-119,Delhi,Evening,one,Late_Night,Hyderabad,Economy,5.42,17,5657
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Chennai,Economy,12.83,42,6444
GO_FIRST,G8-426,Hyderabad,Night,one,Morning,Mumbai,Economy,11.83,22,4165
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,2,54128
SpiceJet,SG-3440,Mumbai,Afternoon,one,Evening,Kolkata,Economy,27.92,2,7728
Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,Economy,9.58,38,9711
Vistara,UK-870,Hyderabad,Night,one,Night,Bangalore,Business,24.0,46,56702
Air_India,AI-423,Delhi,Early_Morning,one,Night,Bangalore,Economy,16.0,27,8781
Vistara,UK-814,Bangalore,Night,one,Morning,Chennai,Economy,12.75,28,6161
Air_India,AI-402,Kolkata,Morning,one,Evening,Hyderabad,Economy,8.92,17,6587
Vistara,UK-890,Hyderabad,Evening,one,Morning,Mumbai,Business,16.08,40,60555
Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,12.33,28,6461
Indigo,6E-6223,Mumbai,Afternoon,one,Night,Kolkata,Economy,4.42,27,4772
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Economy,9.83,47,6711
Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Economy,9.25,15,5772
Air_India,AI-867,Mumbai,Night,one,Evening,Bangalore,Economy,18.75,44,6502
Vistara,UK-863,Mumbai,Morning,one,Night,Hyderabad,Economy,11.83,42,3334
Vistara,UK-774,Kolkata,Night,one,Evening,Delhi,Business,20.33,18,66063
Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Business,25.08,14,45033
Indigo,6E-2348,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.58,20,3671
Indigo,6E-6219,Chennai,Morning,one,Afternoon,Delhi,Economy,4.92,11,8523
Indigo,6E-394,Kolkata,Afternoon,one,Night,Delhi,Economy,6.17,43,4439
Indigo,6E-893,Kolkata,Morning,one,Evening,Mumbai,Economy,7.33,45,3381
Indigo,6E-2103,Mumbai,Evening,one,Night,Kolkata,Economy,6.08,48,3980
Indigo,6E-5001,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,8.33,1,15720
Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Business,19.0,11,65529
Indigo,6E-6212,Bangalore,Morning,one,Evening,Kolkata,Economy,6.25,20,5178
AirAsia,I5-1531,Chennai,Night,one,Morning,Kolkata,Economy,11.0,38,2361
AirAsia,I5-2461,Chennai,Evening,one,Morning,Delhi,Economy,17.83,46,2477
Air_India,AI-867,Mumbai,Night,one,Night,Hyderabad,Economy,26.08,16,4593
Air_India,AI-669,Mumbai,Morning,one,Afternoon,Hyderabad,Economy,24.42,4,10668
Vistara,UK-940,Mumbai,Evening,one,Night,Bangalore,Business,26.92,2,90644
Vistara,UK-963,Delhi,Morning,one,Night,Chennai,Economy,14.25,14,11520
Air_India,AI-762,Delhi,Night,one,Night,Hyderabad,Business,25.0,29,47408
Vistara,UK-958,Mumbai,Afternoon,one,Evening,Kolkata,Economy,5.67,18,5949
Vistara,UK-870,Hyderabad,Night,one,Morning,Chennai,Business,13.33,22,51707
GO_FIRST,G8-304,Chennai,Afternoon,one,Night,Delhi,Economy,9.75,36,4827
GO_FIRST,G8-7533,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.17,35,4020
Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Business,26.75,32,51457
Indigo,6E-2178,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,8.75,13,5955
AirAsia,I5-1564,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,12.92,49,3393
Indigo,6E-6245,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.0,47,2410
GO_FIRST,G8-339,Mumbai,Evening,one,Early_Morning,Kolkata,Economy,12.75,45,5817
Vistara,UK-850,Bangalore,Evening,one,Evening,Kolkata,Business,24.0,28,51817
Indigo,6E-131,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,4.25,18,5178
Vistara,UK-772,Kolkata,Morning,one,Late_Night,Delhi,Business,14.5,9,62479
Indigo,6E-6339,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,4.08,38,3446
Air_India,AI-423,Delhi,Early_Morning,one,Morning,Kolkata,Business,5.08,46,27976
Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Business,9.08,32,76612
Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,12.17,24,4556
Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,22,6133
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Economy,11.08,26,5206
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,11.0,11,45805
Air_India,AI-9876,Bangalore,Afternoon,one,Early_Morning,Chennai,Economy,16.75,18,5547
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,10.5,19,74844
Indigo,6E-5175,Delhi,Morning,one,Afternoon,Chennai,Economy,6.67,19,5918
GO_FIRST,G8-7548,Bangalore,Evening,zero,Night,Mumbai,Economy,1.67,44,2201
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Economy,12.33,28,6568
Vistara,UK-778,Kolkata,Afternoon,one,Afternoon,Hyderabad,Economy,21.25,27,6075
Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Business,17.92,26,45883
Air_India,AI-505,Bangalore,Morning,one,Morning,Chennai,Economy,22.5,18,6024
Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Economy,12.17,10,11415
Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,19.0,46,51697
Indigo,6E-847,Chennai,Evening,one,Night,Hyderabad,Economy,5.0,33,3280
Air_India,AI-573,Kolkata,Evening,one,Morning,Delhi,Economy,14.67,16,8104
Vistara,UK-659,Hyderabad,Morning,one,Night,Mumbai,Economy,9.08,15,14962
Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Business,8.08,12,49553
Vistara,UK-988,Mumbai,Night,one,Night,Chennai,Business,23.33,9,61933
Air_India,AI-539,Chennai,Evening,one,Evening,Mumbai,Business,27.0,6,78550
Vistara,UK-874,Hyderabad,Morning,one,Night,Bangalore,Economy,14.33,5,7927
Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Business,25.0,33,37985
Indigo,6E-6597,Kolkata,Night,one,Morning,Chennai,Economy,8.5,45,3015
Indigo,6E-157,Hyderabad,Early_Morning,one,Morning,Bangalore,Economy,5.42,16,2737
Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Economy,7.58,42,6158
GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Night,Bangalore,Economy,5.92,38,6256
Vistara,UK-851,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,7.17,18,6122
Vistara,UK-707,Delhi,Evening,zero,Evening,Kolkata,Economy,2.08,5,6690
Air_India,AI-679,Mumbai,Morning,one,Evening,Chennai,Economy,5.83,31,4757
Air_India,AI-440,Chennai,Early_Morning,one,Night,Hyderabad,Economy,14.42,6,15963
Air_India,AI-683,Mumbai,Night,one,Night,Hyderabad,Economy,24.08,39,4447
Indigo,6E-6212,Bangalore,Morning,one,Afternoon,Mumbai,Economy,4.17,16,5337
Vistara,UK-834,Chennai,Evening,zero,Evening,Delhi,Business,2.75,11,27792
Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Business,12.08,22,56702
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Bangalore,Business,16.17,19,62448
Air_India,AI-573,Bangalore,Afternoon,two_or_more,Evening,Hyderabad,Economy,30.5,9,14936
Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,Business,13.75,36,65033
GO_FIRST,G8-306,Mumbai,Morning,one,Evening,Delhi,Economy,9.33,12,5942
SpiceJet,SG-3831,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,8.33,15,5292
Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Economy,11.83,46,4363
AirAsia,I5-360,Kolkata,Early_Morning,zero,Morning,Chennai,Economy,2.33,47,2966
Indigo,6E-6067,Bangalore,Evening,one,Late_Night,Delhi,Economy,8.75,35,4704
Vistara,UK-874,Hyderabad,Morning,one,Morning,Bangalore,Business,26.25,31,38099
SpiceJet,SG-4417,Mumbai,Evening,one,Morning,Delhi,Economy,14.83,35,3509
Vistara,UK-953,Delhi,Night,one,Early_Morning,Bangalore,Economy,11.17,34,4272
Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Economy,12.08,10,10785
AirAsia,I5-722,Bangalore,Late_Night,zero,Late_Night,Delhi,Economy,2.83,48,4498
Indigo,6E-6016,Chennai,Evening,zero,Night,Kolkata,Economy,2.17,23,4656
Indigo,6E-917,Chennai,Afternoon,one,Night,Delhi,Economy,5.08,24,3857
Indigo,6E-2162,Delhi,Night,zero,Night,Chennai,Economy,2.83,4,7425
Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Business,5.42,22,52175
Vistara,UK-866,Bangalore,Night,zero,Night,Mumbai,Economy,1.75,39,2150
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Kolkata,Business,12.08,16,49725
AirAsia,I5-1576,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,5.33,10,11205
AirAsia,I5-1543,Hyderabad,Afternoon,one,Late_Night,Kolkata,Economy,11.25,42,2056
Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Business,17.92,42,45883
Air_India,AI-440,Chennai,Early_Morning,one,Night,Hyderabad,Business,17.42,32,51345
Vistara,UK-986,Mumbai,Night,one,Morning,Kolkata,Economy,9.83,26,5949
Indigo,6E-5217,Mumbai,Evening,one,Night,Kolkata,Economy,6.33,19,6611
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Bangalore,Business,16.17,46,62448
Air_India,AI-559,Hyderabad,Early_Morning,zero,Morning,Delhi,Economy,2.5,40,2276
Indigo,6E-2247,Delhi,Morning,one,Night,Chennai,Economy,9.08,33,3389
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Economy,14.33,32,5037
Indigo,6E-574,Mumbai,Evening,zero,Night,Delhi,Economy,1.83,12,5943
Air_India,AI-687,Mumbai,Afternoon,one,Night,Hyderabad,Economy,7.58,7,7584
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.83,29,67004
Vistara,UK-832,Chennai,Early_Morning,one,Night,Hyderabad,Business,15.83,47,51457
Indigo,6E-2013,Delhi,Early_Morning,one,Morning,Mumbai,Economy,6.58,22,3608
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Bangalore,Business,13.92,29,62448
Indigo,6E-939,Mumbai,Morning,one,Evening,Delhi,Economy,7.83,19,4809
Vistara,UK-824,Chennai,Night,one,Evening,Bangalore,Economy,21.25,34,4755
Air_India,AI-636,Delhi,Afternoon,one,Night,Kolkata,Economy,9.17,22,6311
Vistara,UK-826,Chennai,Afternoon,one,Early_Morning,Hyderabad,Economy,19.33,44,5483
Indigo,6E-514,Hyderabad,Afternoon,zero,Afternoon,Chennai,Economy,1.5,27,1788
GO_FIRST,G8-300,Delhi,Morning,one,Night,Hyderabad,Economy,14.67,31,6460
Vistara,UK-940,Mumbai,Evening,one,Night,Chennai,Economy,24.5,41,5348
Vistara,UK-985,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,32,6821
Vistara,UK-993,Delhi,Afternoon,one,Evening,Chennai,Business,7.08,45,57992
Indigo,6E-6467,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,6.08,16,5293
Vistara,UK-774,Kolkata,Night,one,Evening,Chennai,Economy,23.33,37,7021
GO_FIRST,G8-211,Delhi,Morning,one,Night,Mumbai,Economy,11.33,27,5087
Indigo,6E-512,Kolkata,Afternoon,one,Evening,Hyderabad,Economy,4.5,37,4505
Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Economy,6.67,19,10489
Indigo,6E-236,Mumbai,Evening,one,Night,Kolkata,Economy,6.58,8,9881
Vistara,UK-836,Chennai,Morning,two_or_more,Night,Bangalore,Economy,10.17,30,6432
Indigo,6E-7175,Kolkata,Afternoon,one,Night,Mumbai,Economy,7.33,25,7959
Vistara,UK-834,Chennai,Evening,one,Morning,Mumbai,Economy,16.33,49,4761
Vistara,UK-708,Kolkata,Night,one,Morning,Bangalore,Economy,15.42,10,11853
Vistara,UK-930,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,8,5943
Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Economy,13.25,9,13023
Indigo,6E-6891,Kolkata,Morning,one,Evening,Delhi,Economy,7.42,25,6489
Air_India,AI-683,Mumbai,Night,one,Evening,Delhi,Economy,19.75,17,11603
Indigo,6E-5175,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.92,24,4500
Indigo,6E-2001,Delhi,Afternoon,one,Night,Kolkata,Economy,5.33,16,5955
Indigo,6E-149,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,5.42,20,5293
Vistara,UK-778,Kolkata,Afternoon,one,Evening,Hyderabad,Economy,28.58,43,5760
Indigo,6E-345,Kolkata,Morning,one,Afternoon,Chennai,Economy,6.67,29,5280
Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.42,29,49553
Air_India,AI-747,Kolkata,Night,one,Afternoon,Delhi,Economy,16.67,12,14889
Indigo,6E-605,Chennai,Afternoon,one,Evening,Hyderabad,Economy,4.75,18,2862
Air_India,AI-607,Mumbai,Evening,one,Evening,Kolkata,Economy,24.83,33,5595
Vistara,UK-996,Mumbai,Evening,one,Morning,Chennai,Economy,15.42,26,3998
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Bangalore,Business,6.33,16,38099
Vistara,UK-822,Chennai,Morning,two_or_more,Morning,Hyderabad,Economy,23.33,42,6015
Air_India,AI-543,Hyderabad,Morning,one,Late_Night,Bangalore,Economy,12.83,13,14428
AirAsia,I5-1528,Bangalore,Early_Morning,one,Night,Mumbai,Economy,16.08,13,7373
Vistara,UK-941,Delhi,Evening,one,Night,Chennai,Economy,6.33,8,11520
Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,10.08,35,6776
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Business,16.42,47,54684
Vistara,UK-774,Kolkata,Night,one,Early_Morning,Hyderabad,Business,11.25,14,49207
Vistara,UK-772,Kolkata,Morning,two_or_more,Afternoon,Hyderabad,Economy,25.83,38,7834
AirAsia,I5-775,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.67,26,2050
Vistara,UK-876,Hyderabad,Night,one,Morning,Chennai,Business,11.25,41,41314
Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Business,13.25,29,57920
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Kolkata,Business,10.08,42,60508
Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,19.92,7,80544
Vistara,UK-772,Kolkata,Morning,one,Late_Night,Delhi,Business,14.5,11,61695
Vistara,UK-950,Mumbai,Night,one,Afternoon,Hyderabad,Business,14.67,14,58125
Air_India,AI-636,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.67,45,4209
Air_India,AI-685,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.67,39,9083
Vistara,UK-832,Chennai,Early_Morning,one,Night,Hyderabad,Business,15.83,48,51457
Air_India,AI-867,Mumbai,Night,one,Evening,Hyderabad,Business,21.83,41,45693
Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.75,43,3471
Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,5.75,42,6296
Indigo,6E-6206,Mumbai,Afternoon,one,Evening,Chennai,Economy,7.0,47,1890
Indigo,6E-2474,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,7.67,23,7466
Air_India,AI-9891,Hyderabad,Evening,two_or_more,Morning,Mumbai,Economy,17.08,32,7496
Vistara,UK-816,Bangalore,Morning,one,Evening,Kolkata,Business,6.58,16,60508
GO_FIRST,G8-345,Mumbai,Night,one,Morning,Hyderabad,Economy,10.83,26,3916
Air_India,AI-774,Mumbai,Night,one,Night,Bangalore,Business,23.92,15,55982
Air_India,AI-867,Mumbai,Night,one,Morning,Bangalore,Business,11.42,24,54608
Air_India,AI-865,Delhi,Morning,one,Night,Hyderabad,Economy,10.92,42,4209
AirAsia,I5-1540,Bangalore,Evening,one,Late_Night,Delhi,Economy,7.08,48,2723
Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,Economy,20.42,31,6461
GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.58,26,5954
GO_FIRST,G8-2411,Mumbai,Evening,one,Night,Delhi,Economy,5.25,38,6194
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Business,12.58,49,66063
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Bangalore,Business,13.08,35,60978
AirAsia,I5-1569,Mumbai,Night,one,Morning,Hyderabad,Economy,11.42,47,2105
Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Delhi,Business,7.83,46,42521
Air_India,AI-774,Mumbai,Night,one,Night,Hyderabad,Economy,24.33,35,5725
Vistara,UK-902,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.83,23,72125
Air_India,AI-683,Mumbai,Night,one,Night,Bangalore,Economy,24.92,5,14501
Air_India,AI-543,Hyderabad,Morning,one,Morning,Chennai,Business,21.58,16,51595
Vistara,UK-850,Bangalore,Evening,one,Morning,Kolkata,Business,13.75,14,51817
Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Economy,10.25,27,4796
GO_FIRST,G8-345,Mumbai,Night,one,Morning,Bangalore,Economy,11.67,23,5102
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Business,15.83,19,56702
Vistara,UK-811,Delhi,Early_Morning,one,Morning,Hyderabad,Economy,27.17,26,5761
Vistara,UK-826,Chennai,Afternoon,one,Late_Night,Delhi,Business,12.42,41,45600
Air_India,AI-864,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,7.5,32,4977
GO_FIRST,G8-391,Mumbai,Afternoon,one,Night,Bangalore,Economy,7.92,11,5102
Vistara,UK-655,Mumbai,Morning,one,Evening,Delhi,Economy,5.25,30,4769
Air_India,AI-610,Bangalore,Evening,one,Night,Hyderabad,Business,26.42,4,37929
AirAsia,I5-510,Hyderabad,Early_Morning,zero,Morning,Chennai,Economy,1.25,25,1544
SpiceJet,SG-8702,Mumbai,Morning,one,Morning,Kolkata,Economy,22.83,40,5818
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Chennai,Business,15.92,25,51707
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,4.75,18,6172
Vistara,UK-874,Hyderabad,Morning,one,Night,Chennai,Economy,11.75,8,18202
GO_FIRST,G8-351,Mumbai,Morning,one,Evening,Delhi,Economy,8.0,20,5569
Air_India,AI-9720,Kolkata,Early_Morning,two_or_more,Evening,Mumbai,Economy,12.25,8,11691
Vistara,UK-826,Chennai,Afternoon,one,Morning,Kolkata,Economy,21.17,17,7344
Indigo,6E-5214,Mumbai,Morning,one,Evening,Chennai,Economy,5.08,2,12348
Vistara,UK-708,Kolkata,Night,one,Evening,Chennai,Economy,23.5,11,15990
AirAsia,I5-740,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.58,49,2409
Indigo,6E-944,Hyderabad,Night,zero,Night,Kolkata,Economy,2.08,9,7813
Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Business,2.17,25,24056
GO_FIRST,G8-304,Chennai,Afternoon,one,Night,Kolkata,Economy,9.83,15,12779
Indigo,6E-841,Bangalore,Afternoon,one,Night,Mumbai,Economy,7.33,30,4554
Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Business,8.5,37,42457
GO_FIRST,G8-505,Chennai,Evening,zero,Evening,Hyderabad,Economy,1.25,15,4201
Air_India,AI-808,Bangalore,Night,one,Evening,Hyderabad,Business,22.33,22,56476
Vistara,UK-706,Kolkata,Morning,two_or_more,Night,Bangalore,Economy,10.17,43,8111
Vistara,UK-945,Delhi,Morning,one,Evening,Chennai,Economy,8.25,5,11520
Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Economy,14.17,49,5098
Vistara,UK-838,Chennai,Night,one,Morning,Bangalore,Business,11.58,34,60260
